student,student_status,strategy,gain,old_utility,new_utility,regret_before,regret_after,old_bundle,new_bundle,desired_items,true_preferences,reported_preferences
34,5.0,promote_single_66,4.0,18.0,22.0,6.0,2.0,"[62, 68, 85]","[66, 68, 78, 83]","[62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87]","[6.0, 2.0, 2.0, 6.0, 4.0, 6.0, 6.0, 6.0, 3.0, 2.0, 5.0, 3.0, 1.0, 3.0, 5.0, 5.0, 5.0, 6.0, 3.0, 5.0, 5.0, 6.0, 6.0, 3.0]","[5.0, 1.0, 1.0, 7.0, 3.0, 5.0, 5.0, 5.0, 2.0, 1.0, 4.0, 2.0, 0.0, 2.0, 4.0, 4.0, 4.0, 5.0, 2.0, 4.0, 4.0, 5.0, 5.0, 2.0]"
34,5.0,promote_single_70,5.0,18.0,23.0,6.0,1.0,"[62, 68, 85]","[68, 70, 83, 85]","[62, 63, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87]","[6.0, 2.0, 2.0, 6.0, 4.0, 6.0, 6.0, 6.0, 3.0, 2.0, 5.0, 3.0, 1.0, 3.0, 5.0, 5.0, 5.0, 6.0, 3.0, 5.0, 5.0, 6.0, 6.0, 3.0]","[5.0, 1.0, 1.0, 5.0, 3.0, 5.0, 5.0, 7.0, 2.0, 1.0, 4.0, 2.0, 0.0, 2.0, 4.0, 4.0, 4.0, 5.0, 2.0, 4.0, 4.0, 5.0, 5.0, 2.0]"
33,5.0,promote_single_70,2.0,18.0,20.0,6.0,4.0,"[62, 67, 71]","[67, 70, 71, 83]","[62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88]","[7.0, 5.0, 2.0, 2.0, 3.0, 5.0, 3.0, 3.0, 6.0, 6.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0]","[6.0, 4.0, 1.0, 1.0, 2.0, 4.0, 2.0, 2.0, 7.0, 5.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
33,5.0,promote_single_88,1.0,18.0,19.0,6.0,5.0,"[62, 67, 71]","[67, 71, 83, 88]","[62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88]","[7.0, 5.0, 2.0, 2.0, 3.0, 5.0, 3.0, 3.0, 6.0, 6.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 4.0, 3.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0]","[6.0, 4.0, 1.0, 1.0, 2.0, 4.0, 2.0, 2.0, 5.0, 5.0, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 7.0]"
27,5.0,boost_missed,4.0,14.0,18.0,6.0,2.0,"[64, 73]","[62, 74, 86]","[62, 63, 64, 69, 73, 74, 86]","[6.0, 3.0, 7.0, 4.0, 7.0, 6.0, 6.0]","[7.0, 3.0, 5.0, 4.0, 5.0, 6.0, 6.0]"
27,5.0,demote_assigned,4.0,14.0,18.0,6.0,2.0,"[64, 73]","[62, 74, 86]","[62, 63, 64, 69, 73, 74, 86]","[6.0, 3.0, 7.0, 4.0, 7.0, 6.0, 6.0]","[6.0, 3.0, 4.0, 4.0, 4.0, 6.0, 6.0]"
20,5.0,boost_missed,4.0,20.0,24.0,6.0,2.0,"[83, 84, 86]","[64, 66, 83, 84]","[62, 64, 66, 67, 73, 74, 76, 81, 83, 84, 86, 87]","[3.0, 5.0, 6.0, 4.0, 5.0, 5.0, 4.0, 6.0, 6.0, 7.0, 7.0, 4.0]","[3.0, 5.0, 7.0, 4.0, 5.0, 5.0, 4.0, 6.0, 4.0, 5.0, 5.0, 4.0]"
20,5.0,demote_assigned,1.0,20.0,21.0,6.0,5.0,"[83, 84, 86]","[64, 66, 76, 83]","[62, 64, 66, 67, 73, 74, 76, 81, 83, 84, 86, 87]","[3.0, 5.0, 6.0, 4.0, 5.0, 5.0, 4.0, 6.0, 6.0, 7.0, 7.0, 4.0]","[3.0, 5.0, 6.0, 4.0, 5.0, 5.0, 4.0, 6.0, 3.0, 4.0, 4.0, 4.0]"
20,5.0,promote_single_66,6.0,20.0,26.0,6.0,0.0,"[83, 84, 86]","[66, 83, 84, 86]","[62, 64, 66, 67, 73, 74, 76, 81, 83, 84, 86, 87]","[3.0, 5.0, 6.0, 4.0, 5.0, 5.0, 4.0, 6.0, 6.0, 7.0, 7.0, 4.0]","[2.0, 4.0, 7.0, 3.0, 4.0, 4.0, 3.0, 5.0, 5.0, 6.0, 6.0, 3.0]"
230,1.0,boost_missed,1.0,27.0,28.0,6.0,5.0,"[2, 8, 26, 28, 94]","[6, 7, 26, 33, 90]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 31, 32, 33, 89, 90, 91, 92, 93, 94]","[6.0, 7.0, 7.0, 5.0, 2.0, 2.0, 6.0, 7.0, 4.0, 3.0, 6.0, 4.0, 6.0, 7.0, 4.0, 5.0, 6.0, 6.0, 4.0, 4.0, 6.0, 4.0, 5.0, 3.0, 5.0, 1.0, 6.0]","[6.0, 7.0, 5.0, 5.0, 2.0, 2.0, 6.0, 7.0, 2.0, 3.0, 6.0, 4.0, 6.0, 7.0, 2.0, 5.0, 4.0, 6.0, 4.0, 4.0, 7.0, 4.0, 5.0, 3.0, 5.0, 1.0, 4.0]"
230,1.0,demote_assigned,1.0,27.0,28.0,6.0,5.0,"[2, 8, 26, 28, 94]","[6, 7, 26, 33, 90]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 31, 32, 33, 89, 90, 91, 92, 93, 94]","[6.0, 7.0, 7.0, 5.0, 2.0, 2.0, 6.0, 7.0, 4.0, 3.0, 6.0, 4.0, 6.0, 7.0, 4.0, 5.0, 6.0, 6.0, 4.0, 4.0, 6.0, 4.0, 5.0, 3.0, 5.0, 1.0, 6.0]","[6.0, 7.0, 4.0, 5.0, 2.0, 2.0, 6.0, 7.0, 1.0, 3.0, 6.0, 4.0, 6.0, 7.0, 1.0, 5.0, 3.0, 6.0, 4.0, 4.0, 6.0, 4.0, 5.0, 3.0, 5.0, 1.0, 3.0]"
230,1.0,promote_single_7,2.0,27.0,29.0,6.0,4.0,"[2, 8, 26, 28, 94]","[2, 7, 26, 90, 94]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 31, 32, 33, 89, 90, 91, 92, 93, 94]","[6.0, 7.0, 7.0, 5.0, 2.0, 2.0, 6.0, 7.0, 4.0, 3.0, 6.0, 4.0, 6.0, 7.0, 4.0, 5.0, 6.0, 6.0, 4.0, 4.0, 6.0, 4.0, 5.0, 3.0, 5.0, 1.0, 6.0]","[5.0, 6.0, 6.0, 4.0, 1.0, 1.0, 5.0, 7.0, 3.0, 2.0, 5.0, 3.0, 5.0, 6.0, 3.0, 4.0, 5.0, 5.0, 3.0, 3.0, 5.0, 3.0, 4.0, 2.0, 4.0, 0.0, 5.0]"
172,3.0,boost_missed,3.0,19.0,22.0,6.0,3.0,"[46, 49, 50, 57]","[46, 50, 57, 70]","[12, 14, 46, 49, 50, 52, 55, 56, 57, 58, 69, 70]","[3.0, 7.0, 7.0, 2.0, 7.0, 3.0, 3.0, 2.0, 3.0, 3.0, 2.0, 5.0]","[3.0, 7.0, 5.0, 0.0, 5.0, 5.0, 3.0, 2.0, 1.0, 5.0, 2.0, 7.0]"
172,3.0,promote_single_58,1.0,19.0,20.0,6.0,5.0,"[46, 49, 50, 57]","[46, 50, 57, 58]","[12, 14, 46, 49, 50, 52, 55, 56, 57, 58, 69, 70]","[3.0, 7.0, 7.0, 2.0, 7.0, 3.0, 3.0, 2.0, 3.0, 3.0, 2.0, 5.0]","[2.0, 6.0, 6.0, 1.0, 6.0, 2.0, 2.0, 1.0, 2.0, 7.0, 1.0, 4.0]"
172,3.0,promote_single_70,3.0,19.0,22.0,6.0,3.0,"[46, 49, 50, 57]","[46, 50, 57, 70]","[12, 14, 46, 49, 50, 52, 55, 56, 57, 58, 69, 70]","[3.0, 7.0, 7.0, 2.0, 7.0, 3.0, 3.0, 2.0, 3.0, 3.0, 2.0, 5.0]","[2.0, 6.0, 6.0, 1.0, 6.0, 2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 7.0]"
223,1.0,boost_missed,3.0,9.0,12.0,6.0,3.0,"[11, 29, 31]","[27, 31, 32, 91]","[10, 11, 27, 28, 29, 30, 31, 32, 33, 91, 92, 94]","[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0]","[3.0, 1.0, 5.0, 3.0, 1.0, 3.0, 1.0, 5.0, 3.0, 5.0, 5.0, 2.0]"
193,2.0,promote_single_57,2.0,11.0,13.0,6.0,4.0,"[46, 94, 95]","[49, 57, 94, 95]","[9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 36, 37, 38, 39, 44, 45, 46, 48, 49, 50, 52, 53, 54, 55, 56, 57, 58, 60, 92, 93, 94, 95]","[1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 2.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 3.0, 6.0]","[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 1.0, 0.0, 1.0, 1.0, 2.0, 5.0]"
216,1.0,boost_missed,6.0,30.0,36.0,6.0,0.0,"[1, 8, 26, 31, 89]","[2, 8, 26, 27, 89, 92]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 32, 33, 89, 90, 91, 92, 93, 94, 95]","[4.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 6.0, 4.0, 6.0, 6.0, 4.0, 5.0, 6.0, 6.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 6.0, 4.0, 6.0, 3.0]","[4.0, 4.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 4.0, 4.0, 7.0, 6.0, 4.0, 5.0, 4.0, 7.0, 5.0, 5.0, 5.0, 4.0, 6.0, 6.0, 4.0, 6.0, 5.0, 7.0, 4.0, 6.0, 3.0]"
216,1.0,demote_assigned,6.0,30.0,36.0,6.0,0.0,"[1, 8, 26, 31, 89]","[2, 8, 26, 27, 89, 94]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 26, 27, 28, 29, 30, 31, 32, 33, 89, 90, 91, 92, 93, 94, 95]","[4.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 6.0, 4.0, 6.0, 6.0, 4.0, 5.0, 6.0, 6.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 5.0, 6.0, 4.0, 6.0, 3.0]","[4.0, 3.0, 6.0, 6.0, 6.0, 6.0, 6.0, 4.0, 3.0, 4.0, 6.0, 6.0, 4.0, 5.0, 3.0, 6.0, 5.0, 5.0, 5.0, 3.0, 6.0, 6.0, 3.0, 6.0, 5.0, 6.0, 4.0, 6.0, 3.0]"
226,1.0,boost_missed,2.0,19.0,21.0,6.0,4.0,"[2, 26, 91, 92]","[2, 11, 26, 94]","[2, 11, 13, 26, 91, 92, 94]","[6.0, 6.0, 3.0, 3.0, 4.0, 6.0, 6.0]","[4.0, 7.0, 3.0, 1.0, 2.0, 4.0, 6.0]"
226,1.0,promote_single_11,2.0,19.0,21.0,6.0,4.0,"[2, 26, 91, 92]","[2, 11, 26, 94]","[2, 11, 13, 26, 91, 92, 94]","[6.0, 6.0, 3.0, 3.0, 4.0, 6.0, 6.0]","[5.0, 7.0, 2.0, 2.0, 3.0, 5.0, 5.0]"
86,4.0,promote_single_67,1.0,17.0,18.0,5.0,4.0,"[41, 43, 49, 54]","[40, 41, 56, 67]","[13, 40, 41, 42, 43, 44, 48, 49, 53, 54, 55, 56, 62, 63, 67]","[5.0, 4.0, 6.0, 6.0, 3.0, 5.0, 6.0, 2.0, 6.0, 6.0, 6.0, 6.0, 4.0, 4.0, 2.0]","[4.0, 3.0, 5.0, 5.0, 2.0, 4.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 3.0, 3.0, 7.0]"
31,5.0,promote_single_70,3.0,19.0,22.0,5.0,2.0,"[62, 74, 84]","[70, 74, 83, 84]","[62, 64, 65, 66, 67, 68, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88]","[7.0, 4.0, 2.0, 5.0, 5.0, 2.0, 5.0, 2.0, 2.0, 3.0, 6.0, 3.0, 2.0, 2.0, 2.0, 4.0, 5.0, 4.0, 5.0, 6.0, 1.0, 4.0, 3.0, 2.0]","[6.0, 3.0, 1.0, 4.0, 4.0, 1.0, 7.0, 1.0, 1.0, 2.0, 5.0, 2.0, 1.0, 1.0, 1.0, 3.0, 4.0, 3.0, 4.0, 5.0, 0.0, 3.0, 2.0, 1.0]"
148,3.0,promote_single_36,2.0,28.0,30.0,5.0,3.0,"[8, 28, 34, 38, 49]","[8, 28, 35, 36, 60]","[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 89, 90, 91, 92, 93, 94, 95]","[3.0, 3.0, 2.0, 4.0, 4.0, 2.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 5.0, 7.0, 7.0, 3.0, 3.0, 3.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 1.0, 4.0, 4.0, 4.0, 2.0, 4.0, 4.0, 5.0, 2.0, 4.0, 4.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 2.0, 3.0, 3.0, 6.0, 5.0, 4.0, 6.0, 3.0, 3.0, 3.0, 1.0, 1.0, 1.0, 3.0, 3.0, 4.0, 3.0]","[2.0, 2.0, 1.0, 3.0, 3.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 6.0, 6.0, 2.0, 2.0, 2.0, 2.0, 6.0, 6.0, 7.0, 6.0, 6.0, 6.0, 0.0, 3.0, 3.0, 3.0, 1.0, 3.0, 3.0, 4.0, 1.0, 3.0, 3.0, 1.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 1.0, 2.0, 2.0, 5.0, 4.0, 3.0, 5.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 2.0, 2.0, 3.0, 2.0]"
148,3.0,promote_single_64,2.0,28.0,30.0,5.0,3.0,"[8, 28, 34, 38, 49]","[8, 28, 35, 39, 64]","[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 89, 90, 91, 92, 93, 94, 95]","[3.0, 3.0, 2.0, 4.0, 4.0, 2.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 5.0, 7.0, 7.0, 3.0, 3.0, 3.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 1.0, 4.0, 4.0, 4.0, 2.0, 4.0, 4.0, 5.0, 2.0, 4.0, 4.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 2.0, 3.0, 3.0, 6.0, 5.0, 4.0, 6.0, 3.0, 3.0, 3.0, 1.0, 1.0, 1.0, 3.0, 3.0, 4.0, 3.0]","[2.0, 2.0, 1.0, 3.0, 3.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 6.0, 6.0, 2.0, 2.0, 2.0, 2.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 0.0, 3.0, 3.0, 3.0, 1.0, 3.0, 3.0, 4.0, 1.0, 3.0, 3.0, 1.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 1.0, 2.0, 2.0, 7.0, 4.0, 3.0, 5.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 2.0, 2.0, 3.0, 2.0]"
148,3.0,promote_single_67,2.0,28.0,30.0,5.0,3.0,"[8, 28, 34, 38, 49]","[26, 28, 35, 39, 67]","[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 89, 90, 91, 92, 93, 94, 95]","[3.0, 3.0, 2.0, 4.0, 4.0, 2.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 5.0, 7.0, 7.0, 3.0, 3.0, 3.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 1.0, 4.0, 4.0, 4.0, 2.0, 4.0, 4.0, 5.0, 2.0, 4.0, 4.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 2.0, 3.0, 3.0, 6.0, 5.0, 4.0, 6.0, 3.0, 3.0, 3.0, 1.0, 1.0, 1.0, 3.0, 3.0, 4.0, 3.0]","[2.0, 2.0, 1.0, 3.0, 3.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0, 6.0, 6.0, 2.0, 2.0, 2.0, 2.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 0.0, 3.0, 3.0, 3.0, 1.0, 3.0, 3.0, 4.0, 1.0, 3.0, 3.0, 1.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 1.0, 2.0, 2.0, 5.0, 4.0, 3.0, 7.0, 2.0, 2.0, 2.0, 0.0, 0.0, 0.0, 2.0, 2.0, 3.0, 2.0]"
16,5.0,boost_missed,5.0,15.0,20.0,5.0,0.0,"[62, 66, 79]","[74, 79, 86, 87]","[62, 66, 74, 79, 84, 86, 87]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[3.0, 3.0, 7.0, 3.0, 5.0, 7.0, 7.0]"
5,6.0,promote_single_74,4.0,18.0,22.0,5.0,1.0,"[62, 84, 86]","[74, 83, 84, 86]","[62, 66, 73, 74, 79, 81, 82, 83, 84, 85, 86]","[6.0, 3.0, 2.0, 5.0, 3.0, 4.0, 3.0, 5.0, 6.0, 4.0, 6.0]","[5.0, 2.0, 1.0, 7.0, 2.0, 3.0, 2.0, 4.0, 5.0, 3.0, 5.0]"
225,1.0,boost_missed,2.0,19.0,21.0,5.0,3.0,"[11, 31, 32]","[31, 33, 91, 92]","[9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 91, 92, 93, 94, 95]","[4.0, 7.0, 7.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 7.0, 7.0, 4.0, 5.0, 3.0, 4.0, 4.0]","[4.0, 7.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 7.0, 4.0, 7.0, 3.0, 4.0, 4.0]"
225,1.0,demote_assigned,2.0,19.0,21.0,5.0,3.0,"[11, 31, 32]","[27, 31, 33, 91]","[9, 10, 11, 12, 13, 27, 28, 29, 30, 31, 32, 33, 91, 92, 93, 94, 95]","[4.0, 7.0, 7.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 7.0, 7.0, 4.0, 5.0, 3.0, 4.0, 4.0]","[4.0, 7.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 4.0, 7.0, 4.0, 5.0, 3.0, 4.0, 4.0]"
